Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0071260~cellular response to mechanical stimulus	4	3.7037037037037033	0.00651424804927167	21898, 107765, 18158, 230899	89	78	18082	10.418899452607317	0.9966725280877087	0.4046975463720671	9.649320075900203
GOTERM_BP_DIRECT	GO:0048661~positive regulation of smooth muscle cell proliferation	4	3.7037037037037033	0.006986430633746494	71973, 21825, 18124, 21817	89	80	18082	10.158426966292133	0.9978027734165693	0.3995324115255088	10.313740843537467
GOTERM_BP_DIRECT	GO:0007507~heart development	6	5.555555555555555	0.0089370755450476	20807, 68927, 19084, 68465, 320878, 20672	89	261	18082	4.670541133927418	0.9996052034166218	0.4527540349423259	13.010396148586722
GOTERM_BP_DIRECT	GO:0045214~sarcomere organization	3	2.7777777777777777	0.009935403942991127	20807, 19084, 22388	89	31	18082	19.661471547662195	0.9998362194409692	0.46347474727292126	14.360996733076236
GOTERM_BP_DIRECT	GO:0009617~response to bacterium	3	2.7777777777777777	0.012554311219075543	21898, 66848, 66898	89	35	18082	17.41444622792937	0.9999837804305592	0.5206317256376385	17.811368545782834
GOTERM_BP_DIRECT	GO:0001707~mesoderm formation	3	2.7777777777777777	0.012554311219075543	20807, 18124, 19084	89	35	18082	17.41444622792937	0.9999837804305592	0.5206317256376385	17.811368545782834
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	5	4.62962962962963	0.014379754473467126	50706, 20807, 13489, 18158, 230899	89	192	18082	5.290847378277154	0.999996775261401	0.5462873299265439	20.138962071313294
GOTERM_BP_DIRECT	GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity	4	3.7037037037037033	0.015369402837498589	20807, 223513, 228607, 21898	89	107	18082	7.595085582274494	0.9999986584258408	0.5485958269107056	21.374920447796097
GOTERM_BP_DIRECT	GO:0045773~positive regulation of axon extension	3	2.7777777777777777	0.01620171961220943	20807, 27279, 23999	89	40	18082	15.237640449438201	0.9999993588057777	0.5471609541125401	22.4005110628241
GOTERM_BP_DIRECT	GO:0010735~positive regulation of transcription via serum response element binding	2	1.8518518518518516	0.019326815587980103	20807, 320878	89	4	18082	101.58426966292134	0.9999999601237807	0.5920904309106727	26.140638119481473
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	11	10.185185185185185	0.022535638210890933	72512, 20848, 20807, 15505, 18124, 223513, 228607, 13489, 21898, 19696, 20672	89	995	18082	2.24608435435605	0.999999997719061	0.6302521276311301	29.804993922031997
GOTERM_BP_DIRECT	GO:0006986~response to unfolded protein	3	2.7777777777777777	0.02558826374654425	15505, 21825, 15519	89	51	18082	11.951090548578982	0.9999999998513353	0.6595840512867517	33.132485831725944
GOTERM_BP_DIRECT	GO:1901215~negative regulation of neuron death	3	2.7777777777777777	0.030428659726332904	20848, 319801, 19696	89	56	18082	10.884028892455857	0.9999999999980763	0.7065994940901705	38.10773957998408
GOTERM_BP_DIRECT	GO:0050885~neuromuscular process controlling balance	3	2.7777777777777777	0.03245870212655656	18124, 224796, 14667	89	58	18082	10.50871755133669	0.9999999999996914	0.7141985084643929	40.089410415834905
GOTERM_BP_DIRECT	GO:0051151~negative regulation of smooth muscle cell differentiation	2	1.8518518518518516	0.0335791492480689	71973, 54720	89	7	18082	58.04815409309791	0.9999999999998878	0.7113152457057274	41.157575480751916
GOTERM_BP_DIRECT	GO:0045084~positive regulation of interleukin-12 biosynthetic process	2	1.8518518518518516	0.0382842687406923	21898, 19696	89	8	18082	50.79213483146067	0.9999999999999984	0.744146439555113	45.45161315721853
GOTERM_BP_DIRECT	GO:0070373~negative regulation of ERK1 and ERK2 cascade	3	2.7777777777777777	0.04108573527044555	24066, 21898, 107746	89	66	18082	9.234933605720123	0.9999999999999999	0.7555325469493285	47.86717271194001
GOTERM_BP_DIRECT	GO:0007168~receptor guanylyl cyclase signaling pathway	2	1.8518518518518516	0.04296673993474608	18158, 230899	89	9	18082	45.148564294631704	1.0	0.7582829182725956	49.432505101225665
GOTERM_BP_DIRECT	GO:0044320~cellular response to leptin stimulus	2	1.8518518518518516	0.04296673993474608	20848, 18124	89	9	18082	45.148564294631704	1.0	0.7582829182725956	49.432505101225665
GOTERM_BP_DIRECT	GO:0060452~positive regulation of cardiac muscle contraction	2	1.8518518518518516	0.04296673993474608	15519, 230899	89	9	18082	45.148564294631704	1.0	0.7582829182725956	49.432505101225665
GOTERM_BP_DIRECT	GO:0032486~Rap protein signal transduction	2	1.8518518518518516	0.04762667059867353	72065, 107746	89	10	18082	40.63370786516853	1.0	0.7816065828592582	53.12307218420065
GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	2	1.8518518518518516	0.04762667059867353	22287, 319801	89	10	18082	40.63370786516853	1.0	0.7816065828592582	53.12307218420065
GOTERM_BP_DIRECT	GO:0051384~response to glucocorticoid	3	2.7777777777777777	0.051691923592096456	11647, 22287, 13039	89	75	18082	8.126741573033708	1.0	0.7976519891222924	56.135300423665335
GOTERM_BP_DIRECT	GO:0032727~positive regulation of interferon-alpha production	2	1.8518518518518516	0.05226416799544898	228607, 21898	89	11	18082	36.93973442288049	1.0	0.7902990240536774	56.544473310171405
GOTERM_BP_DIRECT	GO:0043666~regulation of phosphoprotein phosphatase activity	2	1.8518518518518516	0.05687933889268571	54720, 13489	89	12	18082	33.86142322097378	1.0	0.8077876889552295	59.716326373900095
GOTERM_BP_DIRECT	GO:0045820~negative regulation of glycolytic process	2	1.8518518518518516	0.05687933889268571	20848, 319801	89	12	18082	33.86142322097378	1.0	0.8077876889552295	59.716326373900095
GOTERM_BP_DIRECT	GO:0003085~negative regulation of systemic arterial blood pressure	2	1.8518518518518516	0.061472289539230666	18158, 230899	89	13	18082	31.25669835782195	1.0	0.8228576328367807	62.65682039963034
GOTERM_BP_DIRECT	GO:0042535~positive regulation of tumor necrosis factor biosynthetic process	2	1.8518518518518516	0.061472289539230666	21825, 21898	89	13	18082	31.25669835782195	1.0	0.8228576328367807	62.65682039963034
GOTERM_BP_DIRECT	GO:0035815~positive regulation of renal sodium excretion	2	1.8518518518518516	0.061472289539230666	13489, 18158	89	13	18082	31.25669835782195	1.0	0.8228576328367807	62.65682039963034
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	7	6.481481481481481	0.061818650796277436	233489, 20848, 20807, 18124, 223513, 19696, 20672	89	576	18082	2.4690621098626715	1.0	0.815132844186777	62.87021910923691
GOTERM_BP_DIRECT	GO:0035810~positive regulation of urine volume	2	1.8518518518518516	0.06604312569410087	13489, 18158	89	14	18082	29.024077046548953	1.0	0.8269795072903285	65.382819559592
GOTERM_BP_DIRECT	GO:0032481~positive regulation of type I interferon production	2	1.8518518518518516	0.07059195261928852	72512, 228607	89	15	18082	27.08913857677903	1.0	0.8389437847525716	67.90995960165465
GOTERM_BP_DIRECT	GO:0071360~cellular response to exogenous dsRNA	2	1.8518518518518516	0.07059195261928852	72512, 228607	89	15	18082	27.08913857677903	1.0	0.8389437847525716	67.90995960165465
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	4	3.7037037037037033	0.07141221452947288	11647, 22287, 21898, 18158	89	197	18082	4.125249529458735	1.0	0.834153258620275	68.34687430955513
GOTERM_BP_DIRECT	GO:0001953~negative regulation of cell-matrix adhesion	2	1.8518518518518516	0.07511887508842388	50706, 21825	89	16	18082	25.396067415730336	1.0	0.8415796580288593	70.25273727282575
GOTERM_BP_DIRECT	GO:1902043~positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	2	1.8518518518518516	0.07511887508842388	21825, 17153	89	16	18082	25.396067415730336	1.0	0.8415796580288593	70.25273727282575
GOTERM_BP_DIRECT	GO:0061028~establishment of endothelial barrier	2	1.8518518518518516	0.07511887508842388	107746, 20672	89	16	18082	25.396067415730336	1.0	0.8415796580288593	70.25273727282575
GOTERM_BP_DIRECT	GO:0042993~positive regulation of transcription factor import into nucleus	2	1.8518518518518516	0.07511887508842388	72512, 228607	89	16	18082	25.396067415730336	1.0	0.8415796580288593	70.25273727282575
GOTERM_BP_DIRECT	GO:0042692~muscle cell differentiation	2	1.8518518518518516	0.07962399735962505	107765, 207215	89	17	18082	23.902181097157964	1.0	0.8513551477472243	72.42459322007913
GOTERM_BP_DIRECT	GO:0035994~response to muscle stretch	2	1.8518518518518516	0.07962399735962505	107765, 78321	89	17	18082	23.902181097157964	1.0	0.8513551477472243	72.42459322007913
GOTERM_BP_DIRECT	GO:0006182~cGMP biosynthetic process	2	1.8518518518518516	0.07962399735962505	18158, 230899	89	17	18082	23.902181097157964	1.0	0.8513551477472243	72.42459322007913
GOTERM_BP_DIRECT	GO:0097009~energy homeostasis	2	1.8518518518518516	0.07962399735962505	20848, 18124	89	17	18082	23.902181097157964	1.0	0.8513551477472243	72.42459322007913
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	5	4.62962962962963	0.08075671945837003	27279, 21817, 21898, 107765, 21664	89	335	18082	3.032366258594667	1.0	0.8481534248725806	72.94682603783798
GOTERM_BP_DIRECT	GO:0014898~cardiac muscle hypertrophy in response to stress	2	1.8518518518518516	0.08410742322288113	18158, 230899	89	18	18082	22.574282147315852	1.0	0.8530203982750787	74.43798889747455
GOTERM_BP_DIRECT	GO:0010592~positive regulation of lamellipodium assembly	2	1.8518518518518516	0.08856925596938532	23999, 15519	89	19	18082	21.38616203429923	1.0	0.8611937696680763	76.30447783961169
GOTERM_BP_DIRECT	GO:0030220~platelet formation	2	1.8518518518518516	0.08856925596938532	20807, 22388	89	19	18082	21.38616203429923	1.0	0.8611937696680763	76.30447783961169
GOTERM_BP_DIRECT	GO:0050880~regulation of blood vessel size	2	1.8518518518518516	0.08856925596938532	18158, 230899	89	19	18082	21.38616203429923	1.0	0.8611937696680763	76.30447783961169
GOTERM_BP_DIRECT	GO:0008283~cell proliferation	4	3.7037037037037033	0.09217630012169681	233489, 20848, 19084, 64934	89	220	18082	3.6939734422880486	1.0	0.8660226083056594	77.71934695223253
GOTERM_BP_DIRECT	GO:0090398~cellular senescence	2	1.8518518518518516	0.09300959841160111	20807, 12575	89	20	18082	20.316853932584266	1.0	0.8622041841723087	78.03477177363125
GOTERM_BP_DIRECT	GO:0030336~negative regulation of cell migration	3	2.7777777777777777	0.09424531084628344	20807, 72065, 13489	89	106	18082	5.750052999788	1.0	0.8597021402699478	78.4948377006154
GOTERM_BP_DIRECT	GO:0001659~temperature homeostasis	2	1.8518518518518516	0.09742855286557135	20848, 13489	89	21	18082	19.349384697699307	1.0	0.863119098930936	79.63880190530308
